Product ID,Product Position,Product Category,brand,name,description,price,currency,terms,section,season,material,origin
113143,Aisle,clothing,Zara,HERRINGBONE TEXTURED JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front zip closure.,22.99,USD,jackets,WOMAN,Winter,Wool,China
140028,Aisle,clothing,Zara,OVERSIZED CROPPED JACKET LIMITED EDITION,Oversized cropped jacket. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at waist ad interior pocket. Front button closure.,15.95,USD,jackets,WOMAN,Autumn,Polyester,Portugal
134693,Aisle,clothing,Zara,LEATHER BIKER JACKET,Jacket with lapel collar and snap button details. Long sleeves with zip cuffs. Front zip pockets and interior pocket. Asymmetric front closure with metal zipper.,49.99,USD,jackets,MAN,Autumn,Cotton,Portugal
151396,Front of Store,clothing,Zara,CROPPED LEATHER JACKET,Leather jacket. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,69.99,USD,jackets,WOMAN,Autumn,Viscose,Bangladesh
132889,Aisle,clothing,Zara,FAUX LEATHER BOXY FIT JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip. Front button closure.,28.99,USD,jackets,WOMAN,Spring,Polyester,China
152174,End-cap,clothing,Zara,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar with snap button details. Long sleeves with zip cuffs. Front zip pockets at chest and hip. Interior pocket. Asymmetric front closure with metal zipper.,29.99,USD,jackets,WOMAN,Spring,Wool Blend,India
129906,Aisle,clothing,Zara,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Ribbed elastic high collar and long sleeve. Welt pockets at hip. Rib trim. Front zip closure.,29.99,USD,jackets,WOMAN,Autumn,Cotton,Portugal
195879,Front of Store,clothing,Zara,DENIM BOMBER JACKET,Jacket made of denim fabric with padded interior. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Elastic hem. All-over contrasting topstitching details. Front zip closure.,25.99,USD,jackets,WOMAN,Autumn,Cotton,India
155050,Aisle,clothing,Zara,BOUCLÃ‰ TEXTURED JACKET,Cropped jacket made with wool blend fabric. High collar and long sleeves with elastic cuffs. Front patch pockets with flaps. Elastic hem. Front snap button closure.,77.99,USD,jackets,MAN,Winter,Polyester,Morocco
194410,End-cap,clothing,Zara,SUIT JACKET IN 100% LINEN,Straight fit blazer made of linen. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Back vents. Front button closure.,49.99,USD,jackets,WOMAN,Spring,Linen,Bangladesh
141904,End-cap,clothing,Zara,JACQUARD DENIM JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.,25.95,USD,jackets,WOMAN,Spring,Denim,China
124981,Front of Store,clothing,Zara,PADDED DENIM JACKET,Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.,79.99,USD,jackets,WOMAN,Autumn,Denim,Bangladesh
161909,Aisle,clothing,Zara,LEATHER JACKET,Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.,39.99,USD,jackets,WOMAN,Spring,Wool Blend,Vietnam
129152,End-cap,clothing,Zara,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,19.95,USD,jackets,MAN,Autumn,Wool Blend,Spain
183243,Front of Store,clothing,Zara,SUIT JACKET,Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,39.99,USD,jackets,WOMAN,Autumn,Polyester,Brazil
198248,Front of Store,clothing,Zara,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,22.99,USD,jackets,MAN,Autumn,Polyester,India
191230,End-cap,clothing,Zara,PATCH BOMBER JACKET,Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliquÃ©s and embroidery. Rib trim. Front snap button closure.,21.99,USD,jackets,WOMAN,Autumn,Cotton,Cambodia
187234,Front of Store,clothing,Zara,STRETCH POCKET OVERSHIRT,Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.,49.99,USD,jackets,WOMAN,Spring,Cotton,India
148888,Front of Store,clothing,Zara,RIB COLLAR JACKET,Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.,24.95,USD,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
110805,Front of Store,clothing,Zara,FAUX LEATHER OVERSIZED JACKET LIMITED EDITION,Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.,21.99,USD,jackets,MAN,Autumn,Viscose,China
179801,Front of Store,clothing,Zara,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliquÃ© and contrast front and back patches. Rib trim. Front snap button closure.,22.99,USD,jackets,MAN,Autumn,Cotton,China
134927,Aisle,clothing,Zara,PATCH BOMBER JACKET,Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliquÃ©s at front and back. Rib trim. Front snap button closure.,24.0,USD,jackets,WOMAN,Winter,Viscose,Bangladesh
123150,End-cap,clothing,Zara,CROPPED BOMBER JACKET LIMITED EDITION,Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.,49.99,USD,jackets,MAN,Autumn,Polyester,Spain
159145,End-cap,clothing,Zara,FAUX LEATHER PUFFER JACKET,Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.,32.99,USD,jackets,WOMAN,Winter,Wool,Turkey
172364,Aisle,clothing,Zara,FAUX LEATHER BOMBER JACKET,Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.,31.99,USD,jackets,WOMAN,Autumn,Viscose,India
178281,End-cap,clothing,Zara,BOMBER JACKET,Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.,39.99,USD,jackets,WOMAN,Spring,Polyester,Vietnam
194339,End-cap,clothing,Zara,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,16.99,USD,jackets,WOMAN,Autumn,Viscose,Cambodia
174412,Aisle,clothing,Zara,FAUX SUEDE BOMBER JACKET,Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,16.99,USD,jackets,WOMAN,Spring,Viscose,Spain
114877,Aisle,clothing,Zara,SUEDE JACKET,Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.,39.99,USD,jackets,WOMAN,Spring,Polyester,Vietnam
140727,End-cap,clothing,Zara,CONTRASTING COLLAR JACKET,Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.,21.99,USD,jackets,WOMAN,Winter,Viscose,Bangladesh
133109,Front of Store,clothing,Zara,TEXTURED JACKET,Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.,45.99,USD,jackets,WOMAN,Spring,Cotton,Bangladesh
127296,Aisle,clothing,Zara,CROPPED TEXTURED JACKET,Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.,45.99,USD,jackets,MAN,Spring,Cotton,China
133757,Aisle,clothing,Zara,POCKET PUFFER JACKET,Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.,99.99,USD,jackets,WOMAN,Autumn,Wool,Spain
111760,End-cap,clothing,Zara,TECHNICAL JACKET WITH POCKETS,Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.,22.99,USD,jackets,MAN,Spring,Wool Blend,Argentina
198375,End-cap,clothing,Zara,FAUX LEATHER JACKET,Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.,19.99,USD,jackets,WOMAN,Spring,Polyester,Turkey
168837,Aisle,clothing,Zara,FAUX SUEDE JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,22.99,USD,jackets,MAN,Autumn,Polyester,Argentina
138505,Front of Store,clothing,Zara,RIPPED DENIM JACKET,Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.,43.95,USD,jackets,WOMAN,Autumn,Cotton,Morocco
116228,End-cap,clothing,Zara,TEXTURED POCKET JACKET,Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.,74.99,USD,jackets,WOMAN,Winter,Polyester,India
167592,Front of Store,clothing,Zara,FAUX SUEDE PATCH JACKET,Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliquÃ©s and embroidery. Rib trim. Front snap button closure.,49.99,USD,jackets,WOMAN,Autumn,Viscose,Argentina
133100,End-cap,clothing,Zara,PUFFER JACKET WITH POUCH POCKET,Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.,39.95,USD,jackets,MAN,Autumn,Wool,India
119955,Front of Store,clothing,Zara,BOMBER JACKET,Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,59.99,USD,jackets,MAN,Autumn,Polyester,Morocco
189349,End-cap,clothing,Zara,TEXTURED WEAVE OVERSHIRT,Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.,86.99,USD,jackets,WOMAN,Spring,Cotton,Bangladesh
127478,Front of Store,clothing,Zara,STRAIGHT SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.,22.95,USD,jackets,WOMAN,Spring,Cotton,Cambodia
180661,Front of Store,clothing,Zara,HOODED QUILTED JACKET,Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,17.95,USD,jackets,MAN,Winter,Wool Blend,China
186681,End-cap,clothing,Zara,LIGHTWEIGHT PUFFER JACKET,Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.,29.0,USD,jackets,WOMAN,Autumn,Acrylic,Bangladesh
133183,Front of Store,clothing,Zara,COTTON BLEND BOMBER JACKET,Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.,29.95,USD,jackets,WOMAN,Autumn,Polyester,Vietnam
173508,Aisle,clothing,Zara,POCKET JACKET,Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.,19.99,USD,jackets,MAN,Autumn,Viscose,Turkey
187930,End-cap,clothing,Zara,OVERSIZED BOMBER JACKET,Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.,22.0,USD,jackets,WOMAN,Autumn,Cotton,India
124088,End-cap,clothing,Zara,EMBROIDERED PATCH JACKET,Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliquÃ©s with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.,35.95,USD,jackets,WOMAN,Autumn,Viscose,Bangladesh
190238,Front of Store,clothing,Zara,ACID WASH DENIM JACKET,Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.,29.99,USD,jackets,MAN,Spring,Denim,Spain
151925,End-cap,clothing,Zara,VINTAGE EFFECT LEATHER BOMBER JACKET,,29.95,USD,jackets,WOMAN,Autumn,Cotton,Portugal
163234,Front of Store,clothing,Zara,TEXTURED DENIM JACKET LIMITED EDITION,Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.,25.99,USD,jackets,WOMAN,Spring,Denim,Turkey
135610,Aisle,clothing,Zara,WOOL BLEND JACKET,Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,92.99,USD,jackets,MAN,Winter,Wool Blend,Vietnam
117065,Aisle,clothing,Zara,COTTON - LINEN BLEND JACKET,Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.,49.95,USD,jackets,WOMAN,Spring,Cotton,China
149315,End-cap,clothing,Zara,FLEECE BOMBER JACKET,Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.,19.99,USD,jackets,WOMAN,Autumn,Cotton,Cambodia
149510,Aisle,clothing,Zara,ZIPPERED JACKET,Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.,29.95,USD,jackets,WOMAN,Autumn,Viscose,India
137990,Aisle,clothing,Zara,COTTON JACKET,Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.,41.95,USD,jackets,MAN,Autumn,Polyester,Turkey
154016,End-cap,clothing,Zara,WOOL BLEND TEXTURED JACKET,Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.,53.0,USD,jackets,WOMAN,Winter,Wool,China
117751,Aisle,clothing,Zara,CONTRAST JACQUARD JACKET,Full cut jacket with lapel collar and long sleeves. Front button closure.,15.0,USD,jackets,MAN,Spring,Viscose,Turkey
182362,Front of Store,clothing,Zara,CROPPED OVERSHIRT,Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.,89.95,USD,jackets,WOMAN,Spring,Cotton,Cambodia
117725,Aisle,clothing,Zara,CONTRASTING PATCHES HOODED JACKET,Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliquÃ© and contrast front and back patches. Rib trim. Front snap button closure.,35.99,USD,jackets,WOMAN,Spring,Cotton,China
145289,End-cap,clothing,Zara,UTILITY POCKET JACKET,Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.,37.99,USD,jackets,WOMAN,Autumn,Cotton,India
173576,End-cap,clothing,Zara,,,22.95,USD,jackets,MAN,Spring,Polyester,Cambodia
175059,Aisle,clothing,Zara,LIGHTWEIGHT BOMBER JACKET,Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.,29.99,USD,jackets,WOMAN,Spring,Wool Blend,China
199368,Front of Store,clothing,Zara,WOOL BLEND JACKET,Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.,38.99,USD,jackets,WOMAN,Winter,Wool,Bangladesh
162883,Front of Store,clothing,Zara,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,28.99,USD,jackets,MAN,Autumn,Polyester,China
135490,Front of Store,clothing,Zara,MIXED COLLAR WAXED JACKET,Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.,78.99,USD,jackets,MAN,Winter,Polyester,Portugal
125408,End-cap,clothing,Zara,CONTRASTING PATCHES BOMBER JACKET,Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliquÃ© and contrast front and back patches. Rib trim. Front snap button closure.,33.99,USD,jackets,WOMAN,Spring,Cotton,Turkey
134763,Front of Store,clothing,Zara,PADDED BOMBER JACKET,Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.,64.99,USD,jackets,WOMAN,Winter,Polyester,Spain
143231,Aisle,clothing,Zara,TECHNICAL PADDED JACKET,Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.,59.99,USD,jackets,WOMAN,Autumn,Wool Blend,China
125409,End-cap,clothing,Zara,POCKET DENIM JACKET,Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.,99.99,USD,jackets,WOMAN,Autumn,Cotton,Bangladesh
183074,Aisle,clothing,Zara,BOXY FIT DENIM JACKET,Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.,16.95,USD,jackets,WOMAN,Spring,Denim,Turkey
147947,Aisle,clothing,Zara,FAUX SHEARLING PLAID JACKET,Jacket made of faux shearling fabric. V-neckline and long sleeves with elastic cuffs. Lined interior with structured mesh fabric. Welt pockets at hip. Adjustable hem with side elastics. Front snap button closure.,22.95,USD,jackets,WOMAN,Autumn,Cotton,Brazil
174171,Front of Store,clothing,Zara,EMBROIDERED FOREST JACKET,Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.,17.95,USD,jackets,MAN,Autumn,Cotton,China
183064,Front of Store,clothing,Zara,POCKET OVERSHIRT,Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.,69.95,USD,jackets,WOMAN,Summer,Linen,Spain
177131,Aisle,clothing,Zara,BOUCLE TEXTURED VEST,Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.,65.95,USD,jackets,MAN,Winter,Wool,Spain
128179,End-cap,clothing,Zara,COLOR BLOCK PUFFER JACKET,Jacket made of technical fabric with padded interior. High collar and long sleeves with elastic cuffs. Front pockets with hidden zip closure. Elastic hem. Front zip closure.,16.99,USD,jackets,MAN,Autumn,Acrylic,Vietnam
152723,Aisle,clothing,Zara,LONGLINE QUILTED JACKET,Parka made of technical fabric with padded interior. High collar with removable hood. Long sleeves with interior elastic cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Adjustable interior waistband with drawstring. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,19.99,USD,jackets,WOMAN,Winter,Wool Blend,Bangladesh
123824,Aisle,clothing,Zara,WOOL BLEND SUIT JACKET,Straight fit jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Central vent at back hem. Front button closure.,29.99,USD,jackets,WOMAN,Autumn,Wool Blend,Bangladesh
166345,Aisle,clothing,Zara,HOODED KNIT CARDIGAN,Cotton knit jacket. Hooded collar and long sleeves. Rib trim. Front pouch pockets. Rib trim. Front zip closure.,59.99,USD,jackets,MAN,Autumn,Acrylic,China
199279,Aisle,clothing,Zara,HOODED TECHNICAL JACKET,Jacket made of technical fabric with brushed interior. High collar with adjustable hood. Long sleeves with cuffs and adhesive straps. Zip pockets at chest and hip. Front zip closure.,15.99,USD,jackets,WOMAN,Autumn,Polyester,China
167981,End-cap,clothing,Zara,HOUNDSTOOTH SUIT JACKET,Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,29.95,USD,jackets,WOMAN,Autumn,Viscose,China
146839,Aisle,clothing,Zara,BOMBER JACKET,Jacket with padded interior. Rib elastic collar and long sleeves. Flap pockets at hip and interior pocket. Rib trim. Front zip closure.,28.99,USD,jackets,WOMAN,Winter,Wool Blend,Turkey
187180,Front of Store,clothing,Zara,HOODED TECHNICAL JACKET,Cropped jacket made of technical fabric. Hooded high collar and long sleeves with adjustable snap button cuffs. Front patch pockets with flaps at hips. Adjustable hem with side elastics. Front zip hidden by a snap button flap.,79.95,USD,jackets,WOMAN,Autumn,Wool Blend,Spain
167640,End-cap,clothing,Zara,HOODED TECHNICAL JACKET,Jacket made of technical fabric. High collar with adjustable drawstring hood. Long sleeves with rib cuffs. Chest welt pocket and hip patch pockets. Interior pocket. Adjustable hem with elastics at sides. Front zip hidden by a snap button flap.,12.95,USD,jackets,WOMAN,Autumn,Viscose,Turkey
165158,Front of Store,clothing,Zara,WASHED EFFECT BOMBER JACKET,Jacket made of technical fabric. Lapel collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Washed effect. Elasticized trim. Front zip hidden by a snap button flap.,19.99,USD,jackets,WOMAN,Spring,Polyester,Spain
111521,Front of Store,clothing,Zara,WASHED TECHNICAL JACKET,Jacket made of technical fabric. High collar and long sleeves with adjustable cuffs with snap button straps. Flap patch pockets at hip. Adjustable drawstring hem. Washed effect. Front zip hidden by a snap button flap.,16.95,USD,jackets,MAN,Autumn,Cotton,Bangladesh
120228,End-cap,clothing,Zara,100% FEATHER FILL PUFFER JACKET,Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.,34.99,USD,jackets,WOMAN,Autumn,Wool Blend,Morocco
133078,Aisle,clothing,Zara,PADDED BOMBER JACKET,Jacket made of technical fabric with lightly padded interior. Rib elastic collar and long sleeves. Zip pockets at hip. Elastic hem. Front zip closure.,16.95,USD,jackets,WOMAN,Winter,Cotton,India
137598,Aisle,clothing,Zara,POCKET JACKET,Regular fit jacket with lapel collar and long sleeves. Patch pockets at chest and hip. Front button closure.,80.95,USD,jackets,WOMAN,Autumn,Polyester,China
138779,Front of Store,clothing,Zara,SLIM FIT SUIT JACKET,Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.,76.0,USD,jackets,MAN,Autumn,Polyester,India
198329,Front of Store,clothing,Zara,MIXED COLLAR JACKET,Jacket made of technical fabric with lightly padded interior. Rib high collar. Long sleeves with elastic cuffs. Patch pockets at hip. Front zip closure.,18.99,USD,jackets,WOMAN,Winter,Viscose,Spain
110295,End-cap,clothing,Zara,HOODED DENIM JACKET,Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.,69.99,USD,jackets,WOMAN,Autumn,Cotton,India
196427,Aisle,clothing,Zara,WAXED EFFECT PLAID JACKET,Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.,17.99,USD,jackets,MAN,Autumn,Viscose,Vietnam
110075,Front of Store,clothing,Zara,WOOL BLEND FELT TEXTURE JACKET,Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.,19.99,USD,jackets,WOMAN,Autumn,Wool Blend,Portugal
132322,Front of Store,clothing,Zara,PRINTED DENIM OVERSHIRT,Boxy fit overshirt. Lapel collar and short sleeves. Front snap button closure.,34.0,USD,jackets,WOMAN,Spring,Linen,Bangladesh
199631,Front of Store,clothing,Zara,STRUCTURED TWILL OVERSHIRT,Regular fit overshirt made of 22% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Side vents at hem. Front button closure.,28.99,USD,jackets,MAN,Winter,Wool,India
182306,Front of Store,clothing,Zara,COTTON OVERSHIRT,Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and side hip pockets. Front button closure.,33.95,USD,jackets,WOMAN,Summer,Cotton,Brazil
