Product ID;brand;url;name;description;price;currency
141904;Zara;https://www.zara.com/us/en/jacquard-denim-jacket-p07627402.html;JACQUARD DENIM JACKET;Lapel collar jacket with long sleeves with buttoned cuffs. Patch pockets with flaps at chest and side pockets at hip. Front hidden button closure.;25.95;USD
124981;Zara;https://www.zara.com/us/en/padded-denim-jacket-p01538413.html;PADDED DENIM JACKET;Cropped jacket with lightly quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Washed effect. Rib hems. Front zip closure.;79.99;USD
161909;Zara;https://www.zara.com/us/en/leather-jacket-p05479400.html;LEATHER JACKET;Relaxed fit jacket in leather. Spread collar and long sleeves with slit cuffs with button closure. Patch pockets at hip. Back vents. Front button closure.;39.99;USD
129152;Zara;https://www.zara.com/us/en/lightweight-bomber-jacket-p08281315.html;LIGHTWEIGHT BOMBER JACKET;Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.;19.95;USD
183243;Zara;https://www.zara.com/us/en/suit-jacket-p04303266.html;SUIT JACKET;Straight fit jacket made of dense stretch fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.;39.99;USD
198248;Zara;https://www.zara.com/us/en/faux-leather-bomber-jacket-p03918420.html;FAUX LEATHER BOMBER JACKET;Jacket made of faux leather fabric. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.;22.99;USD
191230;Zara;https://www.zara.com/us/en/patch-bomber-jacket-p03918330.html;PATCH BOMBER JACKET;Varsity jacket made of faux suede fabric. Double welt pockets at hip and interior pocket. Front and back contrasting patch appliqu̩s and embroidery. Rib trim. Front snap button closure.;21.99;USD
187234;Zara;https://www.zara.com/us/en/stretch-pocket-overshirt-p07484478.html;STRETCH POCKET OVERSHIRT;Overshirt made of stretchy fabric. Lapel collar and long sleeves with snap buttoned cuffs. Chest patch pockets. Front snap button closure.;49.99;USD
148888;Zara;https://www.zara.com/us/en/rib-collar-jacket-p08281410.html;RIB COLLAR JACKET;Jacket made of technical fabric with padded interior. Tonal elastic rib high collar. Long sleeves. Welt pockets at hip and interior pocket. Interior elastic finish. Front zip closure.;24.95;USD
110805;Zara;https://www.zara.com/us/en/faux-leather-oversized-jacket-limited-edition-p07380310.html;FAUX LEATHER OVERSIZED JACKET LIMITED EDITION;Oversized jacket. Notched lapel collar and long sleeves. Flap pockets at hip and interior pocket. Front button closure.;21.99;USD
179801;Zara;https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p06318411.html;CONTRASTING PATCHES BOMBER JACKET;Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqu̩ and contrast front and back patches. Rib trim. Front snap button closure.;22.99;USD
134927;Zara;https://www.zara.com/us/en/patch-bomber-jacket-p03833404.html;PATCH BOMBER JACKET;Varsity jacket with padded interior. Rib elastic collar and long sleeves in contrast faux leather. Double welt pockets at hip and interior pocket. Contrasting patch appliqu̩s at front and back. Rib trim. Front snap button closure.;24.0;USD
123150;Zara;https://www.zara.com/us/en/cropped-bomber-jacket-limited-edition-p08281600.html;CROPPED BOMBER JACKET LIMITED EDITION;Jacket with lightly padded interior. Rib collar and long sleeves. Flap pockets at waist. Rib trim. Front asymmetric zip closure.;49.99;USD
159145;Zara;https://www.zara.com/us/en/faux-leather-puffer-jacket-p03833302.html;FAUX LEATHER PUFFER JACKET;Faux leather jacket with padded interior. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip and interior pocket. Elastic hem. Front zip hidden by a snap button flap.;32.99;USD
172364;Zara;https://www.zara.com/us/en/faux-leather-bomber-jacket-p08281667.html;FAUX LEATHER BOMBER JACKET;Jacket made of faux leather fabric. Rib elastic collar and long sleeves. Zip pockets with flaps at hip. Interior pocket. Elastic hem. Front zip closure.;31.99;USD
178281;Zara;https://www.zara.com/us/en/bomber-jacket-p06318502.html;BOMBER JACKET;Varsity jacket. High collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front snap button closure.;39.99;USD
194339;Zara;https://www.zara.com/us/en/faux-suede-jacket-p08281652.html;FAUX SUEDE JACKET;Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.;16.99;USD
174412;Zara;https://www.zara.com/us/en/faux-suede-bomber-jacket-p08574500.html;FAUX SUEDE BOMBER JACKET;Jacket made of faux suede fabric. Rib elastic collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.;16.99;USD
114877;Zara;https://www.zara.com/us/en/suede-jacket-p02521102.html;SUEDE JACKET;Jacket made of suede. Cropped length. Lapel collar and long sleeves. Front hidden in-seam pockets. Front zip closure.;39.99;USD
140727;Zara;https://www.zara.com/us/en/contrasting-collar-jacket-p01538369.html;CONTRASTING COLLAR JACKET;Jacket with lightly padded interior. Contrasting lapel collar. Long sleeves with buttoned cuffs. Washed effect. Double welt pockets at chest and hip. Front zip closure.;21.99;USD
133109;Zara;https://www.zara.com/us/en/textured-jacket-p04302457.html;TEXTURED JACKET;Jacket made of textured fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and hidden pockets at hip. Side vents at hem. Front button closure.;45.99;USD
127296;Zara;https://www.zara.com/us/en/cropped-textured-jacket-p01538410.html;CROPPED TEXTURED JACKET;Jacket made of dense cotton fabric cut on the bias. Lapel collar and long sleeves with buttoned cuffs. Welt pockets at hip and interior pocket. Cropped length. Front zip closure.;45.99;USD
133757;Zara;https://www.zara.com/us/en/pocket-puffer-jacket-p08281439.html;POCKET PUFFER JACKET;Quilted jacket made of technical fabric. High collar and long sleeves. Flap pocket at chest and hidden in-seam pockets at side hip. Interior pocket. Interior elastic hem. Cropped length. Front zip closure.;99.99;USD
111760;Zara;https://www.zara.com/us/en/technical-jacket-with-pockets-p03286501.html;TECHNICAL JACKET WITH POCKETS;Jacket made of technical fabric with quilted interior. Lapel collar and long sleeves. Flap patch pockets at hip. Rib trim. Front button closure.;22.99;USD
198375;Zara;https://www.zara.com/us/en/faux-leather-jacket-p08281345.html;FAUX LEATHER JACKET;Jacket made of faux leather fabric. Lapel collar and long sleeves with snap buttoned cuffs. Welt pockets at hip. Front snap button closure.;19.99;USD
168837;Zara;https://www.zara.com/us/en/faux-suede-jacket-p03548689.html;FAUX SUEDE JACKET;Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.;22.99;USD
138505;Zara;https://www.zara.com/us/en/ripped-denim-jacket-p01538470.html;RIPPED DENIM JACKET;Denim jacket with lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed effect and rips. Front button closure.;43.95;USD
116228;Zara;https://www.zara.com/us/en/textured-pocket-jacket-p03918500.html;TEXTURED POCKET JACKET;Jacket with lightly padded interior. Lapel collar and long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. Front button closure.;74.99;USD
167592;Zara;https://www.zara.com/us/en/faux-suede-patch-jacket-p08281357.html;FAUX SUEDE PATCH JACKET;Varsity jacket made of faux suede fabric. Lapel collar and long sleeves. Double welt pockets at hip and interior pocket. Front contrasting patch appliqu̩s and embroidery. Rib trim. Front snap button closure.;49.99;USD
133100;Zara;https://www.zara.com/us/en/puffer-jacket-with-pouch-pocket-p00155401.html;PUFFER JACKET WITH POUCH POCKET;Jacket made of technical fabric with padded interior. High collar with front zip closure and long sleeves with elastic strap cuffs. Front and back contrast embroidered text. Zip pockets at hip. Adjustable elastic strap at hem with side zippers and strap.;39.95;USD
119955;Zara;https://www.zara.com/us/en/bomber-jacket-p05039440.html;BOMBER JACKET;Boxy bomber jacket. Rib elastic collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.;59.99;USD
189349;Zara;https://www.zara.com/us/en/textured-weave-overshirt-p01608101.html;TEXTURED WEAVE OVERSHIRT;Relaxed fit overshirt. Lapel collar and long sleeves with buttoned cuffs. Side hidden in-seam pockets. Front button closure.;86.99;USD
127478;Zara;https://www.zara.com/us/en/straight-suit-jacket-p04143291.html;STRAIGHT SUIT JACKET;Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Flap pockets at hip. Interior pocket. Central back vent at hem. Front button closure.;22.95;USD
180661;Zara;https://www.zara.com/us/en/hooded-quilted-jacket-p00029501.html;HOODED QUILTED JACKET;Puffer jacket with high collar and adjustable hood. Long sleeves with interior rib cuffs. Welt pockets at hip and interior pocket. Adjustable hem with side elastics. Front zip hidden by a snap button flap.;17.95;USD
186681;Zara;https://www.zara.com/us/en/lightweight-puffer-jacket-p04302520.html;LIGHTWEIGHT PUFFER JACKET;Padded jacket made of technical fabric. High collar and long sleeves. Welt pockets at hip. Elasticized trim. Front zip closure.;29.0;USD
133183;Zara;https://www.zara.com/us/en/cotton-blend-bomber-jacket-p06518350.html;COTTON BLEND BOMBER JACKET;Jacket made of cotton blend fabric. High collar and long sleeves. Welt pockets at hip. Rib trim. Cropped length. Front zip closure.;29.95;USD
173508;Zara;https://www.zara.com/us/en/pocket-jacket-p06318507.html;POCKET JACKET;Jacket made of dense technical fabric. Lapel collar and long sleeves with buttoned cuffs. Multi-functional front pockets. Front zip hidden by a snap button flap.;19.99;USD
187930;Zara;https://www.zara.com/us/en/oversized-bomber-jacket-p08281311.html;OVERSIZED BOMBER JACKET;Oversized jacket made of technical fabric. High collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Rib trim. Adjustable asymmetric hem with side zippers. Front zip closure.;22.0;USD
124088;Zara;https://www.zara.com/us/en/embroidered-patch-jacket-p05320345.html;EMBROIDERED PATCH JACKET;Roomy jacket made of lightweight fabric. Lapel collar and long sleeves with elastic cuffs. Contrasting patch appliqu̩s with embroidery at front and back. Front pouch pocket. Elastic hem. Front zip closure.;35.95;USD
190238;Zara;https://www.zara.com/us/en/acid-wash-denim-jacket-p06688401.html;ACID WASH DENIM JACKET;Jacket made of cotton denim. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at chest and side pockets at hip. Washed effect. Front zip closure.;29.99;USD
151925;Zara;https://www.zara.com/us/en/vintage-effect-leather-bomber-jacket-p02521300.html;VINTAGE EFFECT LEATHER BOMBER JACKET;;29.95;USD
163234;Zara;https://www.zara.com/us/en/textured-denim-jacket-limited-edition-p01538430.html;TEXTURED DENIM JACKET LIMITED EDITION;Lapel collar jacket with long sleeves with buttoned cuffs. Flap pockets at chest and welt pockets at hip. All over washed and uneven textured effect. Front button closure.;25.99;USD
135610;Zara;https://www.zara.com/us/en/wool-blend-jacket-p09621448.html;WOOL BLEND JACKET;Jacket made of wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.;92.99;USD
117065;Zara;https://www.zara.com/us/en/cotton---linen-blend-jacket-p00706103.html;COTTON - LINEN BLEND JACKET;Jacket made of cotton and linen blend fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Elastic hem. Front zip closure.;49.95;USD
149315;Zara;https://www.zara.com/us/en/fleece-bomber-jacket-p08281405.html;FLEECE BOMBER JACKET;Jacket made of faux shearling fabric. Rib elastic collar and long sleeves. Welt pockets at hip and interior pocket. Rib trim. Front zip closure.;19.99;USD
149510;Zara;https://www.zara.com/us/en/zippered-jacket-p04087418.html;ZIPPERED JACKET;Lapel collar jacket with long sleeves. Front pouch pockets. Front zip closure.;29.95;USD
137990;Zara;https://www.zara.com/us/en/cotton-jacket-p00706301.html;COTTON JACKET;Lapel collar jacket with long sleeves with elastic cuffs. Patch pockets at hip. Elastic hem. Front snap button closure.;41.95;USD
154016;Zara;https://www.zara.com/us/en/wool-blend-textured-jacket-p04296310.html;WOOL BLEND TEXTURED JACKET;Jacket made of wool blend fabric. Pointed lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Back vents. Front double breasted button closure.;53.0;USD
117751;Zara;https://www.zara.com/us/en/contrast-jacquard-jacket-p04087423.html;CONTRAST JACQUARD JACKET;Full cut jacket with lapel collar and long sleeves. Front button closure.;15.0;USD
182362;Zara;https://www.zara.com/us/en/cropped-overshirt-p04432403.html;CROPPED OVERSHIRT;Cropped overshirt made of contrast double faced fabric. Lapel collar and long sleeves with buttoned cuffs. Chest patch pocket. Adjustable hem with side elastics. Front button closure partially hidden by a flap.;89.95;USD
117725;Zara;https://www.zara.com/us/en/contrasting-patches-hooded-jacket-p03833400.html;CONTRASTING PATCHES HOODED JACKET;Varsity jacket with stretchy collar and contrasting hood. Long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqu̩ and contrast front and back patches. Rib trim. Front snap button closure.;35.99;USD
145289;Zara;https://www.zara.com/us/en/utility-pocket-jacket-p05520451.html;UTILITY POCKET JACKET;Cropped jacket. Lapel collar and long sleeves. Front utility pockets with zip closure. Washed effect. Elastic hem. Adjustable hem with side elastics. Front zip closure.;37.99;USD
173576;Zara;https://www.zara.com/us/en/-p04310461.html;;;22.95;USD
175059;Zara;https://www.zara.com/us/en/lightweight-bomber-jacket-p04302404.html;LIGHTWEIGHT BOMBER JACKET;Lightweight jacket made of technical fabric. Round neck and long sleeves. Welt pockets at hip. Interior pocket. Rib trim. Front zip closure.;29.99;USD
199368;Zara;https://www.zara.com/us/en/wool-blend-jacket-p05854654.html;WOOL BLEND JACKET;Lapel collar jacket with long sleeves with buttoned cuffs. Chest patch pockets and welt pockets at hip. Front button closure.;38.99;USD
162883;Zara;https://www.zara.com/us/en/technical-padded-jacket-p06518501.html;TECHNICAL PADDED JACKET;Jacket made of technical fabric with padded interior. High collar with foldable interior hood. Long sleeves with interior rib cuffs. Front pockets with hidden zip closure and interior pocket detail. Adjustable hem with side elastics. Front zip hidden by a snap button flap.;28.99;USD
135490;Zara;https://www.zara.com/us/en/mixed-collar-waxed-jacket-p06861405.html;MIXED COLLAR WAXED JACKET;Jacket made of waxed finish fabric with lightly padded interior. Contrast fabric lapel collar. Long sleeves. Patch pockets at hip. Interior pocket. Slightly cropped length. Front hidden zip and button closure.;78.99;USD
125408;Zara;https://www.zara.com/us/en/contrasting-patches-bomber-jacket-p03833401.html;CONTRASTING PATCHES BOMBER JACKET;Varsity jacket with elastic collar and long sleeves. Welt pockets at hip and interior pocket. Embroidered appliqu̩ and contrast front and back patches. Rib trim. Front snap button closure.;33.99;USD
134763;Zara;https://www.zara.com/us/en/padded-bomber-jacket-p03918620.html;PADDED BOMBER JACKET;Quilted jacket made of technical fabric. Lapel collar and long sleeves. Welt pockets at hip. Rib trim. Front zip closure.;64.99;USD
143231;Zara;https://www.zara.com/us/en/technical-padded-jacket-p03833311.html;TECHNICAL PADDED JACKET;Jacket made of technical fabric with padded interior. Lapel collar and long sleeves with elastic cuffs. Welt pockets at hip and interior pocket. Adjustable drawstring hem. Front snap button closure.;59.99;USD
125409;Zara;https://www.zara.com/us/en/pocket-denim-jacket-p00840482.html;POCKET DENIM JACKET;Slightly cropped denim jacket. Lapel collar and long sleeves with buttoned cuffs. Flap patch pocket at chest and side hip. Washed effect. Front button closure.;99.99;USD
183074;Zara;https://www.zara.com/us/en/boxy-fit-denim-jacket-p00840402.html;BOXY FIT DENIM JACKET;Boxy fit jacket. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect.Asymmetric hem with side vents. Front button closure.;16.95;USD
147947;Zara;https://www.zara.com/us/en/faux-shearling-plaid-jacket-p00993305.html;FAUX SHEARLING PLAID JACKET;Jacket made of faux shearling fabric. V-neckline and long sleeves with elastic cuffs. Lined interior with structured mesh fabric. Welt pockets at hip. Adjustable hem with side elastics. Front snap button closure.;22.95;USD
174171;Zara;https://www.zara.com/us/en/embroidered-forest-jacket-p02795407.html;EMBROIDERED FOREST JACKET;Jacket with lightly padded interior. Corduroy lapel collar. Long sleeves. Patch pockets at hip. Front button closure.;17.95;USD
183064;Zara;https://www.zara.com/us/en/pocket-overshirt-p05070605.html;POCKET OVERSHIRT;Cropped overshirt. Lapel collar and long sleeves with buttoned cuffs. Front patch pockets. Irregular finished seams. Front button closure.;69.95;USD
177131;Zara;https://www.zara.com/us/en/boucle-textured-vest-p01437303.html;BOUCLE TEXTURED VEST;Vest made of viscose and wool blend fabric. V-neckline. Patch pockets at hip. Front zip closure.;65.95;USD
128179;Zara;https://www.zara.com/us/en/color-block-puffer-jacket-p08281365.html;COLOR BLOCK PUFFER JACKET;Jacket made of technical fabric with padded interior. High collar and long sleeves with elastic cuffs. Front pockets with hidden zip closure. Elastic hem. Front zip closure.;16.99;USD
152723;Zara;https://www.zara.com/us/en/longline-quilted-jacket-p05071688.html;LONGLINE QUILTED JACKET;Parka made of technical fabric with padded interior. High collar with removable hood. Long sleeves with interior elastic cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Adjustable interior waistband with drawstring. Adjustable hem with side elastics. Front zip hidden by a snap button flap.;19.99;USD
123824;Zara;https://www.zara.com/us/en/wool-blend-suit-jacket-p04156504.html;WOOL BLEND SUIT JACKET;Straight fit jacket made of wool blend fabric. Notched lapel collar and long sleeves with buttoned cuffs. Welt pockets at chest and flap pockets at hip. Interior pocket. Central vent at back hem. Front button closure.;29.99;USD
166345;Zara;https://www.zara.com/us/en/hooded-knit-cardigan-p02621407.html;HOODED KNIT CARDIGAN;Cotton knit jacket. Hooded collar and long sleeves. Rib trim. Front pouch pockets. Rib trim. Front zip closure.;59.99;USD
199279;Zara;https://www.zara.com/us/en/hooded-technical-jacket-p01538301.html;HOODED TECHNICAL JACKET;Jacket made of technical fabric with brushed interior. High collar with adjustable hood. Long sleeves with cuffs and adhesive straps. Zip pockets at chest and hip. Front zip closure.;15.99;USD
167981;Zara;https://www.zara.com/us/en/houndstooth-suit-jacket-p04285498.html;HOUNDSTOOTH SUIT JACKET;Straight fit blazer. Notched lapel collar and long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.;29.95;USD
146839;Zara;https://www.zara.com/us/en/bomber-jacket-p05344402.html;BOMBER JACKET;Jacket with padded interior. Rib elastic collar and long sleeves. Flap pockets at hip and interior pocket. Rib trim. Front zip closure.;28.99;USD
187180;Zara;https://www.zara.com/us/en/hooded-technical-jacket-p00155502.html;HOODED TECHNICAL JACKET;Cropped jacket made of technical fabric. Hooded high collar and long sleeves with adjustable snap button cuffs. Front patch pockets with flaps at hips. Adjustable hem with side elastics. Front zip hidden by a snap button flap.;79.95;USD
167640;Zara;https://www.zara.com/us/en/hooded-technical-jacket-p08281355.html;HOODED TECHNICAL JACKET;Jacket made of technical fabric. High collar with adjustable drawstring hood. Long sleeves with rib cuffs. Chest welt pocket and hip patch pockets. Interior pocket. Adjustable hem with elastics at sides. Front zip hidden by a snap button flap.;12.95;USD
165158;Zara;https://www.zara.com/us/en/washed-effect-bomber-jacket-p08281307.html;WASHED EFFECT BOMBER JACKET;Jacket made of technical fabric. Lapel collar and long sleeves with pocket detail. Welt pockets at hip and interior pocket. Washed effect. Elasticized trim. Front zip hidden by a snap button flap.;19.99;USD
111521;Zara;https://www.zara.com/us/en/washed-technical-jacket-p04695300.html;WASHED TECHNICAL JACKET;Jacket made of technical fabric. High collar and long sleeves with adjustable cuffs with snap button straps. Flap patch pockets at hip. Adjustable drawstring hem. Washed effect. Front zip hidden by a snap button flap.;16.95;USD
120228;Zara;https://www.zara.com/us/en/100-feather-fill-puffer-jacket-p00155480.html;100% FEATHER FILL PUFFER JACKET;Puffer vest made of technical fabric. Fill is a blend of 60% down and 40% feather. Sleeveless design with high collar. Zip pockets at hip and interior pocket. Adjustable hem with side elastics. Front snap button closure.;34.99;USD
133078;Zara;https://www.zara.com/us/en/padded-bomber-jacket-p03918400.html;PADDED BOMBER JACKET;Jacket made of technical fabric with lightly padded interior. Rib elastic collar and long sleeves. Zip pockets at hip. Elastic hem. Front zip closure.;16.95;USD
137598;Zara;https://www.zara.com/us/en/pocket-jacket-p04297266.html;POCKET JACKET;Regular fit jacket with lapel collar and long sleeves. Patch pockets at chest and hip. Front button closure.;80.95;USD
138779;Zara;https://www.zara.com/us/en/slim-fit-suit-jacket-p04239493.html;SLIM FIT SUIT JACKET;Slim fit jacket made of viscose blend fabric. Notched lapel collar. Long sleeves with buttoned cuffs. Welt pocket at chest and flap pockets at hip. Interior pocket. Back vents. Front button closure.;76.0;USD
198329;Zara;https://www.zara.com/us/en/mixed-collar-jacket-p03046507.html;MIXED COLLAR JACKET;Jacket made of technical fabric with lightly padded interior. Rib high collar. Long sleeves with elastic cuffs. Patch pockets at hip. Front zip closure.;18.99;USD
110295;Zara;https://www.zara.com/us/en/hooded-denim-jacket-p01538428.html;HOODED DENIM JACKET;Boxy fit jacket. High collar with adjustable hood and long sleeves with buttoned cuffs. Patch pockets with flaps at chest. Front straps with multi-functional ring. Washed effect. Front hidden zip and snap button closure.;69.99;USD
196427;Zara;https://www.zara.com/us/en/waxed-effect-plaid-jacket-p04272302.html;WAXED EFFECT PLAID JACKET;Cropped jacket made of cotton with waxed finish. Lapel collar and long adjustable cuffed sleeves. Welt pockets at hip and interior pocket. Adjustable front drawcord hem. Front zip closure.;17.99;USD
110075;Zara;https://www.zara.com/us/en/wool-blend-felt-texture-jacket-p04160752.html;WOOL BLEND FELT TEXTURE JACKET;Cropped jacket made with wool blend fabric. Lapel collar and long sleeves. Welt pockets at hip. Front hidden button closure.;19.99;USD
132322;Zara;https://www.zara.com/us/en/printed-denim-overshirt-p02553808.html;PRINTED DENIM OVERSHIRT;Boxy fit overshirt. Lapel collar and short sleeves. Front snap button closure.;34.0;USD
199631;Zara;https://www.zara.com/us/en/structured-twill-overshirt-p06861430.html;STRUCTURED TWILL OVERSHIRT;Regular fit overshirt made of 22% wool fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pocket at chest and side pockets at hip. Side vents at hem. Front button closure.;28.99;USD
182306;Zara;https://www.zara.com/us/en/cotton-overshirt-p09621103.html;COTTON OVERSHIRT;Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Flap patch pockets at chest and side hip pockets. Front button closure.;33.95;USD
194915;Zara;https://www.zara.com/us/en/reversible-plaid-overshirt-p09621301.html;REVERSIBLE PLAID OVERSHIRT;Relaxed fit reversible overshirt. Italian collar and long sleeves with buttoned cuffs. Chest patch pocket. Front button closure.;17.0;USD
131298;Zara;https://www.zara.com/us/en/plaid-overshirt-p01300100.html;PLAID OVERSHIRT;Relaxed fit overshirt made with cotton fabric. Lapel collar and long sleeves with buttoned cuffs. Patch pockets at hip. Washed effect. Front button closure.;25.95;USD
